,EM Rotor Speed (rpm),ad003a,ad004a,ad005a,ad006a,ad007a,ad008a,ad009a,ad010a,ad011a,ad012a,ad013a,ad014a,ad015a,ad016a,ad017a,ad018a,ad019a,ad020a,ad021a,ad022a,ad023a,ad024a,ad025a,ad026a,ad027a,ad028a,ad029a,ad030a,ad031a,ad032a,ad033a,ad034a
50,1960,62.76305068628629,75.07461178723581,66.67112636964872,75.85245070783759,95.09053352405026,94.40835273504052,94.91707732561409,94.35379690222008,98.45499515748854,97.8441231679298,98.28759280020371,97.77052200659482,101.94806300721311,101.0974912002812,101.76821994950322,101.03829359240373,71.44544321351387,76.30821148089983,72.30211916852164,77.40752154793061,94.77452470665865,94.38064109939853,94.59856824283654,94.29326007708977,98.23459771924867,97.86129666816583,98.07618029536194,97.8041338608403,101.76924382221242,101.15703209151576,101.60262364528981,101.10622726561124
51,2000,63.254312804567185,75.9022458248759,66.92229779981741,76.08640172467251,94.98219664475891,94.28964540318083,94.80905737601829,94.23728576511137,98.3454086864093,97.73366617090522,98.17911178687206,97.66095606663697,101.84030395761256,100.98985557238672,101.66162923813191,100.93290625686822,71.48601798386446,76.60791162837614,71.98736288062156,77.21651024235737,94.66438507020027,94.2558904736673,94.48895553385405,94.17766381938692,98.12376239103061,97.74952815774178,97.9656328130743,97.69410441297498,101.66063905141553,101.04955582505184,101.49461875457223,100.99944853654631
52,2040,64.51730899168055,76.44841531495254,66.28230451550355,76.90212329141272,94.66162482095447,93.95010558185602,94.49002797712217,93.91030945312055,98.0236543601772,97.39853337199636,97.85929588305878,97.33217702226949,101.52127322178487,100.6666852676657,101.34437395786682,100.60512378047056,71.22330827699757,76.99140995801432,71.51543257807431,77.7763034622675,94.34150963967214,93.9055128467123,94.16741861049499,93.84707957338367,97.7995536311188,97.41285379782934,97.64278772368601,97.3594465757707,101.34022882199213,100.72493014614187,101.17593405480817,100.66707416781222
53,2080,65.38609967940309,76.86167784885397,65.3835483586088,77.95477635250138,94.2328663088357,93.5068099370257,94.06268598572446,93.46140707426562,97.59320972367696,96.95579472046951,97.43171167360025,96.89982243853925,101.09449570315293,100.23460025226467,100.92001358813646,100.17172606169835,70.83206743643852,77.93303134981896,71.15859849131365,78.31128206958789,93.90834302498347,93.45834218616567,93.73737141492867,93.4065921798898,97.36497859120706,96.96756044887562,97.21063303379637,96.91976026492192,100.91125241476831,100.28875739660954,100.74973400505355,100.2272448058274
54,2120,64.89374884586007,76.58808077447345,64.90050937963395,78.15144159972176,93.78032311512945,93.09393667645351,93.61504884632113,93.06456960572946,97.13847964683788,96.48938521826938,96.98060208257859,96.43721341978721,100.64453207724348,99.7669674273999,100.4738731255779,99.70580635082891,70.38911017516304,77.96653827706454,70.91600792841578,78.51217251520269,93.44852950914859,93.0634022543557,93.28400034268859,93.02306527958577,96.90478197566162,96.49876479781241,96.7536636461952,96.45544700755316,100.45815463720908,99.81878210500243,100.30024542712356,99.75921108372472
55,2160,63.847493720731485,75.16845951053182,65.24481376965082,77.57675663552996,93.35945775925185,92.6694020517065,93.20075210321171,92.60942340272254,96.71528213823572,96.06121924406422,96.56192013111655,96.02657757816712,100.22714957234746,99.32151719127923,100.06127922866958,99.26182722763131,70.05709828939355,77.99772314358444,70.59346599309173,78.23157069439665,93.01788916535472,92.63793522539827,92.85947632882241,92.55109065281951,96.47436489747527,96.06600361266003,96.32764436718092,96.04289104346107,100.03601963005295,99.3708815189427,99.88236919677222,99.31464836016545
56,2200,63.46697336768873,74.36157052351417,66.43118862022692,75.65795820067484,93.00436778234524,92.39019367074681,92.85129820446217,92.31777439885214,96.35681892867268,95.71751087770033,96.20923398223213,95.64908900977659,99.87525060340013,98.95109600023964,99.71472732892786,98.89778492128406,69.98306510443517,75.874593260994,70.54080250869009,76.59142936968973,92.65125283887187,92.37568944203113,92.49697317187446,92.26476851979577,96.1070836967629,95.71635167637052,95.96635085838142,95.67177945077816,99.67793880459426,98.99670399484057,99.52944467394096,98.9486122487331
57,2240,64.49349545912868,75.17376057453477,66.78250784186793,76.02798430690275,92.73222314721251,92.0219763196625,92.58592747612697,91.95841171471854,96.08195743484563,95.39971811889356,95.9399828465923,95.329609842888,99.6076179827408,98.65341399247554,99.45320787863037,98.59339699975779,69.84784408457068,76.2121979581221,70.21873781903369,76.80388379869635,92.3661266346192,91.95552348776667,92.21935841641191,91.88273115915794,95.82141330138546,95.3919673879883,95.68766952533167,95.33604553835121,99.40379976993844,98.69358614500975,99.26158384340803,98.63848764949392
58,2280,66.40343087913399,77.66960695605394,67.9954717663181,78.5070885130181,92.55421965056586,91.76349942152784,92.41925766421886,91.70177480021059,95.90130975047609,95.17762547480955,95.76470188092247,95.11245658083233,99.43415810530489,98.45852302587193,99.28750441285928,98.38878820897101,70.01946921066121,78.39055957668236,70.02828782934981,78.5136393441339,92.17458352493671,91.67291779379158,92.03954664321701,91.61066649473477,95.62780347417063,95.16437699786222,95.5028967410243,95.10527959504444,99.2235975912911,98.49191270309218,99.08907777964957,98.42459605939041
59,2320,67.23520630385804,76.75757588308562,68.78161719337885,78.0925246459793,92.47536950361598,91.65634792665598,92.3527915988437,91.61640379898571,95.81885789772795,95.05194022577628,95.68836481558353,94.99056985244553,99.360001272593,98.35480775508886,99.22131211615836,98.28788958198982,70.1989414750018,77.93217848084095,70.07881628065857,78.20627966205075,92.08119704043291,91.55528898062983,91.95675974610194,91.51763554615135,95.53164099164331,95.03437687680467,95.41511793472786,94.97869698287603,99.14170288544128,98.37952091446053,99.01524342048283,98.31290942498569
60,2360,66.27264595940954,77.43670308590612,67.93294756421358,78.84898343464614,92.49550736742391,91.66879473064293,92.38243762602107,91.62887371056209,95.83513727595192,95.01327318164061,95.71272744118103,94.9602162483875,99.38744998658447,98.316211116929,99.25584093490144,98.25169447127794,70.07172804669617,78.85496776219856,70.1232951925562,78.9382117346791,92.08166835141785,91.56411183203326,91.9649928337777,91.5248464796177,95.53480435803908,94.99147243451041,95.42643103331123,94.95370426018155,99.1601814956585,98.33716090545803,99.04181122886149,98.27824385138861
61,2400,64.68471534454751,76.29282400621119,66.25993044093323,77.57868115409386,92.61669137960597,91.74985754407693,92.51318156348297,91.70754148715457,95.95302871579523,95.07101573499588,95.83916097201678,94.99982856180668,99.51604524798269,98.37611023441013,99.39142965902587,98.31199968856181,70.05311980650276,77.94761167867135,70.38010986379177,78.40983760968439,92.18190941550202,91.64227312165005,92.07204167794417,91.59569145745246,95.64067453222029,95.04079636239138,95.53922379794004,95.00105948699016,99.27995970753783,98.39373877507946,99.16946213894839,98.33980091731928
62,2440,63.519780777098276,75.36693430242605,64.96911426678943,76.38578747314467,92.836509932512,91.97207332536655,92.7420516315772,91.95303478640949,96.1693867697705,95.24000806935601,96.06400125953382,95.15475588093241,99.74246715130266,98.5482384812257,99.62536759919627,98.50477139466277,70.24158105115511,77.64967418261713,70.61933086838943,79.01769502700967,92.38044614530776,91.86688831255088,92.27856209201002,91.83987836754676,95.84482159806132,95.20179184544543,95.74891470409554,95.18019390190582,99.49755620406121,98.56264382876931,99.39410165885056,98.52865085767179
63,2480,63.36534517186226,74.5574107584939,65.12106479426032,75.51495149321394,93.14690480081254,92.1620791895993,93.06259629692485,92.25286022141944,96.47477293415346,95.49220505913854,96.37888622527643,95.40807139276038,100.05939217983838,98.80764930122825,99.94990043335763,98.72583244346046,70.50898924366051,75.97631576199623,70.65029572226032,77.43668981424727,92.671720346932,92.13558644399316,92.58039040738943,91.9461691069589,96.13636552228762,95.44392801546968,96.04743708054403,95.38428026532883,99.80497582101522,98.81832243263489,99.70774882177545,98.75113292778643
64,2520,64.00737319331378,74.73808925946054,65.99445830400052,75.56517962241593,93.53476883353048,92.52999122248005,93.46032793138853,92.48362052814474,96.85693976402952,95.83630731277957,96.77032706901757,95.75662235068185,100.45350889292904,99.15077621048505,100.35052051224609,99.06303572760152,70.7948563891086,75.99442747199353,70.93868685138419,80.10138179346063,93.0420605783985,92.367540496039,92.96122890361245,92.29394275069824,96.50336103677732,95.77701637331776,96.42214974640737,95.71743888650447,100.18984875166943,99.15753761816018,100.09837316054322,99.08504797687308
65,2560,64.9457477238475,75.68609570494596,66.58386234306354,76.57069254905562,93.97976996519874,92.9193315154935,93.91396495951687,92.84481274895481,97.29663432851204,96.23109153441774,97.21827489637805,96.15087266951967,100.90423198476171,99.55827376880626,100.8062130467836,99.46340669548256,71.11620002958375,76.97501731319676,71.39968262926614,79.08751271996329,93.47112654162125,92.71522366000983,93.39948674922323,92.65596847112857,96.92770965617312,96.16350686279219,96.85262184094918,96.1006165290149,100.63227840735178,99.56084541170867,100.54621533830671,99.48099770524615
66,2600,64.80672058620497,78.06970892736776,66.22356739941067,78.79046096373338,94.45250627862266,93.33722007972112,94.39891843331624,93.25661506819124,97.76605707001188,96.65870275775885,97.69498895513992,96.57570038663117,101.38243598390481,99.99708977684699,101.288518737196,99.89828906752902,71.50460087408953,78.92019704718582,71.97892566182291,78.8881784068427,93.93064199404196,93.12073055929316,93.87159163459194,93.06619506037144,97.38480706081228,96.58387400027928,97.31392478394255,96.51804735167718,101.10380082300298,99.99736536276004,101.02260634725573,99.91284930943046
67,2640,63.86637892994752,76.55155636476655,65.4497862645117,77.32706069635617,94.91511905126644,93.77160446758494,94.87162083615249,93.6889477929261,98.22607926355849,97.08492918340988,98.16018766298029,96.99613617657837,101.84966813584819,100.43261458822171,101.75906856868801,100.33479434523598,71.91083193969929,78.12233152923798,72.50193408183593,79.20404063550548,94.38206107915447,93.5459495981945,94.33038411327134,93.4907519254677,97.83531679584968,97.00626642034644,97.76761239727848,96.93949032434709,101.56504776570839,100.42846957413391,101.48772975950614,100.34687569425095
68,2680,63.26132922031961,76.35513974728055,65.40005847470906,77.42217650605389,95.32420387928893,94.18334955301216,95.28412186070759,94.09450718580189,98.63238815497462,97.47466870758005,98.56983495957337,97.3817151371491,102.26186003201073,100.8295415363194,102.1738199764117,100.73881218759689,72.3143649306691,78.4812689543722,72.86202855666002,79.43635664191163,94.78177018901144,93.95223439545312,94.72747506815665,93.91152688327693,98.23452469133093,97.394756613294,98.16998511602435,97.33161954433497,101.97176609049008,100.8208610700813,101.89718265656407,100.74769485603437
69,2720,63.09422748156507,76.89627945805671,66.0197497669843,77.68947886482864,95.63675496179009,94.5106665636556,95.59855023865155,94.40846647113918,98.94298384921137,97.77211795930845,98.88347278816795,97.67714373420348,102.57647907444178,101.1246770755745,102.49036054109627,101.02622415220686,72.65653687026747,78.22842302504951,73.31638036624366,78.81375469019821,95.0887137392991,94.26652412105582,95.03129170401021,94.2299078934229,98.54006772118436,97.69074581334223,98.47869021065091,97.61718011276352,102.28232088480522,101.11260284555556,102.20996710271237,101.03442542986643
70,2760,63.108468524824744,77.79892503710411,65.78064269870606,78.70311370792176,95.81940431551232,94.71917695404761,95.78141662030879,94.62798306674986,99.12332249552554,97.96564282465576,99.06654659803984,97.86976645717678,102.76032343567458,101.29634334799276,102.67525654354318,101.20217627893025,72.8236133729377,78.91581499266854,73.37288317997972,79.49242669148111,95.26872304298627,94.46749133749876,95.20957876635359,94.41694372311746,98.7163063735249,97.88354900730069,98.65810223219299,97.80808174516972,102.46335907698597,101.28264655299348,102.3923721929371,101.20928700880788
71,2800,63.18268970695391,79.15307277792625,65.68489640035823,80.06828365840734,95.85773159407017,94.74005341783504,95.81969310220441,94.65673013558373,99.15956364036161,98.00886082921929,99.1046451693799,97.90894767562742,102.79903198930633,101.33570936680464,102.7141549768906,101.24377083468347,72.88985094458282,79.94108569931055,73.35195715937138,80.65806928433304,95.30627241014399,94.49224712084336,95.24696327120375,94.44561543552206,98.74958683518001,97.92750292792167,98.69430340194215,97.84346667311902,102.50057287062356,101.31961312666871,102.4302377406708,101.24803528541001
72,2840,63.33702838656566,78.57323783161254,66.40651549526456,79.49509992407874,95.7577293054071,94.66440304984685,95.72257261372762,94.58544199116079,99.06000981524046,97.91483175575587,99.00623706394414,97.82620775657783,102.70009290810407,101.22395410936781,102.6152317863855,101.13419755988417,72.918031429773,79.76058975978323,73.39979246822725,80.59950534308115,95.20461637546205,94.40052853497764,95.1493172355657,94.37536663435631,98.64938816925047,97.81876795703641,98.59296909945257,97.75507797972853,102.40142488877581,101.21374594586266,102.33052950763592,101.13960826051182
73,2880,63.61704937770436,79.29003389653425,67.02045867842168,80.43213462323072,95.54562126958622,94.57838365207948,95.51506033196505,94.50120360119024,98.84858551405402,97.76833868704313,98.79567162335181,97.67997075201183,102.48782919437096,101.01824063841521,102.40300314053837,100.94387874649676,72.84424683792955,80.34254727337513,73.64163821191121,80.93482599785345,94.99443258839631,94.2917195511445,94.9420205722912,94.29898125599732,98.43995511547548,97.66426517069831,98.38137937907015,97.60789108941788,102.18998000720603,101.00720924594745,102.1184402075672,100.94820569423194
74,2920,63.81983475601238,78.8207115338082,67.7876814970985,79.92453425067174,95.25373331799089,94.27083481981987,95.22459832441308,94.18341248382288,98.55683426392245,97.5008954796128,98.50628733365676,97.42735692908099,102.19364285300239,100.75138762829255,102.1087911890791,100.67765462837676,72.72642597467446,79.91104502471194,74.10940852374378,80.94457956351059,94.70806389418799,93.99755062014732,94.65235735199377,93.96965686726818,98.15320736889194,97.39569388543975,98.0931862456917,97.3411328609407,101.89641635283178,100.73986798298897,101.82397235894108,100.68159538198918
75,2960,63.90868040962737,79.1824884520765,67.92451681753272,79.95016830060408,94.91089775618195,93.97024554010082,94.88427708856746,93.88503775537566,98.21323082742498,97.1858084804073,98.16091769201523,97.12740564657268,101.8488369498275,100.42600767553465,101.76271646877844,100.35705368101574,72.44374508754848,80.37818539572,74.10931888448813,81.60365255749511,94.3699670475919,93.70998590237554,94.3112966795659,93.67734476874871,97.81021444762678,97.0764068034602,97.74885834393336,97.04520804811781,101.55234668395511,100.42689331182274,101.47895450338113,100.36375967970275
76,3000,64.45262612496069,77.97412852321956,68.53205235918531,79.10882476615018,94.54292508984331,93.58508197442957,94.52757990957741,93.49189187775892,97.84640543254338,96.80659043631289,97.78927898885975,96.73590937240321,101.47974168476496,100.07379127636158,101.3924796606633,100.0054306706235,72.16810722659262,79.3429019874662,73.93734790568655,80.33562538909422,94.0071663505783,93.33955677045407,93.95745485406076,93.31694463651799,97.44216984041645,96.71439638599522,97.37803605945135,96.66336081633,101.18529980743702,100.07061610136928,101.11122240297169,100.01551241991864
77,3040,65.72347098891552,78.23904281998117,70.70511379672628,79.46126999157343,94.17155543172021,93.2193741912522,94.19204295618968,93.12314724032022,97.47959971218692,96.47334244587748,97.41415229614832,96.4038596413576,101.10580159312315,99.75178697397965,101.01908545918091,99.6994345013874,72.1863291539895,79.51114202999662,74.29494948990423,80.3255703939078,93.64984678834192,92.98666943880092,93.63034961337374,92.96930515206938,97.07468394919545,96.39986627740734,97.00429466228061,96.35714633660983,100.81575383917874,99.74822744504705,100.74214621933297,99.71337459603296
78,3080,66.92470436088846,80.13881992324166,72.51785775115405,81.2200879638433,93.81047666437125,92.95954599703305,93.87163559974599,92.85990154512847,97.12163943998048,96.21685807478401,97.04741915577357,96.1399866256335,100.73855870594257,99.46974245968917,100.65312950471908,99.45126806190912,72.54293010826336,80.71658070766524,75.10256145624052,81.59315139425132,93.30717013072608,92.73576465256932,93.31888149517467,92.71518872864407,96.71688441297098,96.15038790899733,96.6399309719117,96.09288253486253,100.45360382437926,99.46887730301997,100.38100634744183,99.46167910142174
79,3120,66.63677596732886,79.95590974389525,72.21340846207235,81.32373851097441,93.45611697850445,92.73410770884723,93.48719386471716,92.60600947699905,96.76260796334995,95.90408949196316,96.69275056999952,95.80577098216379,100.3817508898821,99.1051354803593,100.29336151219982,99.08360791490936,72.58207968704421,80.64342546572412,75.05891892787842,81.59969033047132,92.94727720301265,92.50259849351656,92.92988393207301,92.46310480269365,96.36199639171377,95.82596714678098,96.29004732977604,95.75045812375534,100.09616507819024,99.09634458497706,100.02091276764232,99.08714176167068
80,3160,66.3566856351423,79.84361053429807,71.0534400419331,81.22274263454779,93.1153565743375,92.45779387217544,93.11651842924546,92.35494140217342,96.4213200186383,95.55778037510855,96.35413711519995,95.46687930644484,100.04332322439754,98.7456973471248,99.95164279325002,98.71228206492177,72.11707576051026,80.42895563939916,73.81412618868194,81.219259888007,92.60153928718759,92.20038510209358,92.56096514145214,92.24339384072113,96.02341286449887,95.48651842367337,95.95627822927085,95.44558226668586,99.7572453373045,98.73908029286827,99.6794076494421,98.72680303788283
81,3200,66.7748710994181,79.55063869712303,70.53130973573455,80.49867462407988,92.79728116734739,92.00212123060722,92.78746365698834,91.90849744048798,96.10462390470167,95.15260935250299,96.03742962724627,95.06361132610948,99.72578217740426,98.41999630208076,99.63186890416407,98.36197468784707,71.73914948215246,79.89466439864773,72.81603194763949,80.68352433792506,92.2873950107185,91.78869553830208,92.23698796543536,91.79026664394718,95.70939263064135,95.07704349568321,95.64602920707294,95.00599408332407,99.44064369787557,98.41070221523161,99.36133074595952,98.36358118088499
82,3240,67.97377589726146,80.03154613666206,71.37516868151462,80.7500178403173,92.50555986591552,91.72635211776279,92.50142793051778,91.63846134807058,95.81391591040372,94.91105294005595,95.74468780557778,94.83110771569636,99.42890846325926,98.19126097055977,99.33418825263807,98.13907265965113,71.75934456393789,79.98206098673018,72.79757440981082,80.96015210812374,92.01052209888415,91.53305705142674,91.95896575877842,91.50936398894764,95.42184750602694,94.82471817297468,95.35961871840392,94.72960095540472,99.14546605785722,98.18177375731489,99.06494379392237,98.11888682258571
83,3280,68.63041679858331,80.07970620661247,71.41964454178292,81.09823866964804,92.23402756813485,91.56866111827426,92.23736591611213,91.47672791802849,95.54388497962228,94.70115034374845,95.47395628425916,94.65108538723014,99.15249633805269,97.97211024615157,99.05724688299416,97.93698635926617,71.84901387700835,79.88358627144721,72.9519676448153,81.32815004453862,91.75316276833794,91.34449920108565,91.6950572298029,91.38216411616197,95.15580108188188,94.61046570954875,95.08596901711888,94.53176334811818,98.8705825942541,97.9632876882774,98.78747333392965,97.90367965370363
84,3320,67.35623026928623,78.40029831059582,69.65294229199012,79.42229609455198,91.97493381672032,91.33784091012737,91.96354018995419,91.2758462573069,95.28598541127431,94.4630935016076,95.22294760068385,94.40771365884595,98.89565307858649,97.67639582071332,98.79850198209897,97.64559028306371,71.37466795069876,78.8551810965497,72.68679704559935,79.51594410408057,91.48787546679603,91.12073520737533,91.42512762488852,91.08842106109435,94.90459540792146,94.3786082286247,94.83501439286408,94.30137936886621,98.61489563601108,97.66822151232388,98.52902635428563,97.63140877310323
85,3360,66.10874483419036,79.5810837553408,68.49957765227023,80.5200237663098,91.73471839815859,91.0850662562957,91.72353142240921,91.00301189183875,95.04888240171374,94.23714056802865,94.99167391496796,94.18042306924293,98.65837088739859,97.43159573681028,98.55987170026998,97.39607412551679,71.09051671122042,79.98890203589455,72.55867858259583,80.07934814727521,91.24310825312105,90.90221352855927,91.19419846797538,90.81612233973505,94.67445122316829,94.16864895104375,94.60463376051278,94.10000095782104,98.38013220346943,97.43466369913584,98.29206133009487,97.40591492260006
86,3400,66.55129419901183,79.07428282283634,69.44255949453358,79.71621212809214,91.51982073364627,90.95096255740033,91.52967342793778,90.82435478772483,94.83171340377078,94.0462800990707,94.76974251291226,93.9925214899521,98.44027088997494,97.21718512723427,98.3394281165914,97.17349163595117,71.32428543232253,80.3406887578243,72.75555457532312,80.18487794504912,91.03839630130892,90.75977719427331,91.00248318604744,90.6379301490049,94.46123627675388,93.99237471948561,94.3845163792567,93.8981487134611,98.16615315980975,97.22430576931318,98.07622633010554,97.18180595785093
87,3440,66.85002754666951,79.44578697111537,70.8780249855178,80.1327660792201,91.32024850300036,90.72949987911828,91.35849149803124,90.6180505672679,94.62838317672754,93.85472350625754,94.55517326788592,93.76822298057962,98.23566591896048,97.05658572877167,98.13265481561439,97.03180290201048,71.71714635030092,80.91860378860629,73.40904165379362,80.64942013670434,90.85275437059136,90.55413897511961,90.82773978861844,90.40501779779618,94.25555282605637,93.77537018608774,94.17222373649247,93.70587257640287,97.96494215251138,97.0663731826642,97.8750111709359,97.03569657711768
88,3480,66.07050876966763,79.87215460864304,71.58981081474151,80.59607937509247,91.12871630304362,90.63742150823214,91.17635728923932,90.51328926893193,94.43618650961868,93.74403994093194,94.35919130995461,93.63889818919894,98.04242295457968,96.91057052169859,97.94020745857526,96.904986238781,72.01382009427624,81.1263458139131,73.84036681940492,80.44863160851682,90.66275472347627,90.45044356342906,90.6492400322932,90.3471358263338,94.06240193286976,93.67457975660925,93.98073180680191,93.59731382633028,97.77338965017334,96.91559084625509,97.68413542626132,96.92016762796143
89,3520,65.715583623482,81.37008459282832,71.20418988670012,81.85278532000825,90.94616650708888,90.38582769108201,91.02179365814561,90.27754761396393,94.25858793156857,93.53583600413941,94.17809499838782,93.41763567930218,97.86402911431713,96.74436060011374,97.76328818458654,96.71841531026095,71.72096809948833,82.46436692148328,73.78199750988772,81.5282736272738,90.48711146793727,90.23055898370282,90.49168511098989,90.14638671292124,93.8850137084352,93.47582025137251,93.80336826907384,93.37364451645982,97.59788172851592,96.75191855802785,97.5093828233696,96.73899610779895
90,3560,66.49825339423175,79.24011855176543,70.49793462595153,79.63503772690687,90.77898209567515,90.06188902604146,90.83776255716216,89.99686194218873,94.09673286910501,93.21097114982592,94.01341921973808,93.13182809264137,97.69894513644888,96.53741857330706,97.6002883887399,96.49031354133501,71.62106402308153,79.89233055438822,72.85994704707845,79.49055692588533,90.31114355059744,89.90186806219472,90.33259737379618,89.85537062372424,93.72342966400659,93.15817797173167,93.64231264883509,93.08874423155785,97.43526032032356,96.54308579627173,97.34817658765819,96.50360076734825
91,3600,68.33720187546605,79.1285997242074,71.14057604380719,79.76299647114392,90.62659233450616,89.89287200528992,90.66441116021375,89.86192637674759,93.94574310207851,93.0250773138009,93.86386190291604,92.96153485805858,97.54290968041181,96.41050469596377,97.44619115584042,96.35443338770048,71.94129476886226,79.43747812374944,72.33070563804336,79.47605319030332,90.1544244380409,89.73617102130308,90.16339455808682,89.74012885511611,93.57023057909117,92.97803524409315,93.49788596830919,92.91720031538242,97.27690308806714,96.4119027674844,97.19064561776486,96.35017547909142
92,3640,69.85813407511647,80.78143193499986,72.2704839791171,81.19453722912036,90.4874545260715,89.88242402139815,90.51683554490025,89.95378411259404,93.80869360725112,92.96694245325008,93.72958280379301,92.9282281473177,97.39811539505043,96.35876379881539,97.30179256303848,96.31148979528629,72.27150105121217,80.72364958175008,72.19749603059647,80.64488665058582,90.02429319782058,89.76755684527403,90.02989404917062,89.79365003372902,93.43058142869535,92.93763955329669,93.36795674494867,92.8752696544481,97.13020927082727,96.35435393202212,97.04498383441134,96.28802752291014
93,3680,69.0851456166438,80.2713164257579,71.2383614905053,80.52508019019422,90.34813769234978,89.72125667659463,90.34908588451376,89.78107227938861,93.66760197667033,92.83445889517603,93.59148659279865,92.79261613189459,97.26323185093341,96.1896211226724,97.16288529341318,96.12954752793912,72.02937812727508,80.1241838015668,71.70756396688604,80.20805419602738,89.87958002358499,89.59772722024286,89.8514342041407,89.62389596257526,93.29503314210021,92.80606089575443,93.23511636605404,92.73652876520016,96.99470838359679,96.18263917520365,96.90858668933664,96.11096618432413
94,3720,66.61790302537077,77.86432169043663,68.35340556333361,78.30836190732823,90.21741097929254,89.61870029146877,90.18921719389377,89.61889180238786,93.5370983290814,92.67971390158496,93.46804112663173,92.62318745931628,97.13840358653493,95.95817337027077,97.03447430800492,95.88590915127017,71.00091699844708,78.41041152960213,71.25660881899806,79.29741190650805,89.74186624357745,89.51841496033819,89.6983452028607,89.46915446651255,93.17222948051388,92.65373781565657,93.11336097213709,92.5716921334157,96.87134057887128,95.95372397962865,96.78651566930144,95.88618328172487
95,3760,65.12476077412357,78.83702940588394,67.27893374619651,79.6813635593118,90.10333529826418,89.55948407486719,90.07022858818515,89.55822823673142,93.4220029209908,92.54657094236295,93.35730350872312,92.48588979433453,97.02287755341811,95.80758747167769,96.91681909858227,95.73025575993869,70.51835004395704,79.44275323300832,71.47424522879089,80.65214712483397,89.63699749155728,89.51061721070117,89.5995095957545,89.44959317372405,93.06264406387635,92.5166310013906,93.02074944116156,92.43933534045806,96.75789173834572,95.8034334755496,96.68089815277456,95.73741475915355
96,3800,64.8818857506398,80.52637837478558,68.10060395731945,81.28630978917309,90.00096646913659,89.78677325272008,89.97413819583535,89.87678631818441,93.32319402747035,92.51046521288376,93.26847809779764,92.46226940650773,96.91621611280517,95.71429124477973,96.80878447198722,95.64300994289299,70.56334404673697,80.89655053831578,72.18553855658313,81.64371787091886,89.54313318523516,89.80257182625311,89.52733851803248,89.77827074724536,92.97008335537984,92.49076302796996,92.93254326050376,92.42196388774522,96.65401225681764,95.71051293027841,96.58212648294963,95.65316348952385
97,3840,64.5412954518971,79.38395301443583,67.89970331163686,80.32369735688148,89.90348661728335,89.72283310659768,89.88334547548047,89.99337261240895,93.22828489722474,92.50113948096073,93.15417381327407,92.38786613209393,96.8170722938143,95.67682174361097,96.71044593345047,95.61733778569702,70.86035412257199,80.2768820293804,72.87491686976739,80.68580916253134,89.4402744295709,89.82218793402195,89.40639978852877,89.83607010856035,92.88294261183125,92.46339294338924,92.84083386714047,92.35829552158363,96.55827280067933,95.669450500414,96.49001923829196,95.62733510632748
98,3880,64.22969222391784,78.62819891473477,68.36290573023307,79.395414756193,89.81170602045695,89.5049439538455,89.81733020338496,89.56864457624,93.1389822485712,92.46446350530441,93.05654034952951,92.3544231611899,96.7254394086529,95.59149606542044,96.62250765843237,95.53348959090565,70.98232525235315,79.52361106115374,72.62232275734351,79.79976515490824,89.35790278347287,89.48209143385455,89.31031025481701,89.45985953346855,92.80165311183673,92.4174926328183,92.73283423873153,92.32431070686619,96.46914717653468,95.592472323956,96.39081679500836,95.54856774011509
99,3920,64.38734666848197,79.45130008654823,69.24793848930311,79.58945147123323,89.72669392575776,89.5894353731841,89.77844504303869,89.53994642928143,93.05479435137813,92.66050037327277,92.9779355282368,92.43038574167466,96.64117352887712,95.56725077017731,96.5478423252134,95.50979513378614,71.04036326005168,79.1410821673514,72.55204702408301,79.82831189469083,89.29320009078415,89.48452001575531,89.25386380907106,89.39828181680821,92.73260350043735,92.57879225046347,92.64902070662421,92.38474867713889,96.38607871477917,95.56706282016528,96.29831920007481,95.50927646063145
100,3960,65.12250779748054,82.068289849512,71.0801516817209,82.29057615398423,89.65022535863608,89.62186150570817,89.77230183538659,89.6554696126255,92.98284737306474,92.9757445743387,92.9138973844669,92.49390141450371,96.56324158015667,95.69802469168192,96.48238623519363,95.66652095620864,71.34022911941686,81.32270753402217,73.26543401994951,81.90014275468728,89.24685865530725,89.51472184618412,89.23029075725537,89.51493194444157,92.68115274170987,92.83188972200907,92.59198669203997,92.45025727425394,96.30968846095413,95.68087671134543,96.21818966430308,95.62747643285942
101,4000,66.53547755061985,80.8186242722866,70.93101993997236,81.24760672741573,89.57978636845488,89.30360589124027,89.7033213776264,89.3796778212858,92.9123358269478,92.42295848488345,92.8397480965957,92.24502456369423,96.49056072104148,95.50154245464248,96.41497063754046,95.48281787504011,71.637861067413,80.71218266857275,72.8611754731003,81.24812098559397,89.16180357988534,89.19178378616893,89.17668443710215,89.24327096341919,92.60480811059298,92.33933585976993,92.51979257701983,92.22478586932718,96.23945580135823,95.50756335864602,96.14786636836753,95.47020542504897
102,4040,68.38896771976584,81.73388373059069,71.38320999249659,82.27100577779109,89.5202220588126,89.47393784458143,89.65671299191554,89.7348358321222,92.85051747411646,92.3138550679583,92.76639085910526,92.26571646748654,96.42621818926783,95.43000926854616,96.34749708610966,95.4633912806567,71.92746593133981,82.03763017455967,73.51354394435423,82.49498332323353,89.09174711370386,89.34403106166435,89.13914269057493,89.50370893862271,92.52449072502904,92.21802836242531,92.440883541701,92.26656262360916,96.18124469551022,95.44986666923725,96.09170782763337,95.46620550001899
